"","avg_price","coral_cover","dist_to_reef","dive_site","beach_width","near_dist_beach","dist_to_access_points","class","rating","num_reviews","number_rooms","air_trans","bar","beachfront","biz_center","breakfast","concierge","conference","free_parking","gym","laundry","mtg_rooms","multilingual","no_smoke","wheelchair","wifi","dist_to_airport"
"152",356,54813583.57,812.7475516,"1",30.20883874,293.3804975,436.176342,4,4,1346,235,"0","1","0","1","0","1","1","0","1","1","1","1","1","1","1",15130.31183
"153",355,54364937.83,732.3848546,"1",115.9122173,274.0529303,610.4709427,4,4,409,75,"0","0","0","0","0","1","0","0","0","0","0","1","1","0","1",14924.4509
"154",348,54231721.44,801.5164929,"1",84.70201236,338.271126,340.6358454,3,3.5,601,38,"0","0","0","0","1","1","0","0","0","1","0","1","1","1","1",14961.35658
"155",342.5,63085707.65,535.8615578,"1",119.5301009,263.7256997,299.602468,4,4,940,54,"0","1","0","0","0","1","0","0","0","1","0","1","1","1","1",14848.08158
"156",369,63092092.26,418.8037504,"1",107.7693361,159.4218775,374.6212789,4,4.5,709,35,"0","1","1","0","1","1","0","0","1","1","0","1","1","1","1",14963.9747
"157",337.5,63095523.98,651.511006,"1",107.9221506,388.1766849,578.3721235,3,4,190,32,"1","0","0","0","0","0","0","0","0","0","0","0","1","1","1",14743.30882
"158",329,62061481.22,479.8392903,"1",96.1601148,222.9599732,409.639384,3.5,4.5,653,11,"0","0","0","0","1","1","0","0","0","0","0","1","1","0","1",14844.80917
"159",315,54724217.24,955.0969343,"1",54.60806594,472.2752964,494.2113413,4,4,924,50,"0","1","0","0","0","1","0","0","0","1","0","1","1","1","1",14895.95939
"160",348,63266340.24,467.2497135,"1",110.4907378,172.9921557,579.218949,3,4.5,1755,49,"0","0","0","0","0","1","0","0","0","0","0","1","1","1","1",14967.66485
"161",336,61389464.77,506.2089473,"1",123.8919666,217.6004262,329.4935839,4,4.5,2022,73,"0","1","1","1","0","1","0","0","1","1","0","1","1","1","1",14865.74696
"162",324.5,54346841.53,859.4041691,"1",113.418017,404.1079361,530.3766357,3,4,735,43,"0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",14830.62126
"163",314.5,62067481.46,431.2682952,"1",92.06069804,174.2058103,344.2288632,3,4,513,22,"0","0","1","0","0","1","0","0","0","0","0","1","1","1","1",14892.57816
"164",273,61274337.69,1575.998702,"1",110.7212705,1308.401126,1299.025281,3,4.5,86,7,"0","1","0","0","1","1","0","0","0","0","0","1","1","0","0",13804.99874
"165",300,60643595.64,671.9595138,"1",88.93079893,415.147459,482.9360615,3.5,3.5,376,48,"0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",14652.85723
"166",301.5,63267910.85,578.9814091,"1",108.1506473,272.0662857,660.2946447,3,3.5,376,27,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","1",14873.05915
"167",330.5,63114725.08,553.2595749,"1",125.6508093,227.5821039,208.1773262,3.5,4,2039,70,"0","1","1","0","1","1","0","0","0","1","0","1","1","1","1",14874.8646
"168",292.5,63263051.72,597.3465026,"1",104.9471447,277.2711328,692.6646637,2.5,3,172,20,"0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",14870.88888
"169",314.5,61634558.73,523.8964571,"1",125.6896109,173.8197498,166.7585797,3.5,3.5,2000,99,"0","1","1","1","1","1","0","0","0","0","0","1","1","1","1",14923.20318
"170",287.5,63518109.22,689.1377518,"1",100.3635614,276.8569491,863.0883408,1.5,1.5,112,31,"0","0","0","0","0","1","0","0","0","0","0","0","1","0","0",14880.59611
"171",351,60647474.37,452.8886892,"1",83.78636568,191.2598567,200.0736749,3.5,4.5,667,18,"0","1","0","0","0","0","0","0","0","1","0","1","1","1","1",14881.89451
"172",312.5,63097205.33,427.0014038,"1",108.2097411,163.2813555,459.7591176,3.5,4,292,46,"0","0","1","0","0","0","0","0","0","0","0","1","1","0","1",14966.74329
"173",324.5,63095523.98,539.406713,"1",108.6187015,271.0092035,538.0085658,3.5,4.5,824,29,"0","0","0","0","1","1","0","0","0","1","0","1","0","0","1",14862.47644
"174",326.5,54431323.74,626.6075883,"1",113.4409939,172.5118262,407.960851,3.5,3.5,1698,112,"0","1","1","0","1","1","0","0","0","0","0","1","1","1","1",15052.0376
"175",341,53757038.6,1909.972638,"1",107.4813223,1478.134138,1648.647456,3,4,237,116,"0","0","0","1","1","0","0","0","1","1","1","1","1","1","1",13709.97453
"176",307,54431323.74,670.7817339,"1",113.4929153,216.0169729,417.4618907,3.5,3.5,1474,92,"0","1","1","0","0","1","0","0","1","0","0","1","1","0","1",15011.65939
"177",297.5,63219445.4,825.0822912,"1",100.8480034,506.9053892,840.7839514,2.5,4,422,22,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","1",14645.84813
"178",317,63093407.36,534.2916706,"1",106.2267093,274.6609871,398.9208433,3.5,4.5,884,17,"0","0","0","0","0","1","0","0","0","1","0","1","1","1","1",14845.95243
"179",306.5,63268042.12,483.5376254,"1",109.7480858,169.4997075,622.3536462,3,3.5,1372,43,"0","1","1","0","0","0","0","0","0","0","0","1","1","0","1",14974.61565
"180",316,63131765.21,457.9153834,"1",117.7176022,159.5642982,165.5042898,4,3.5,1442,40,"0","1","1","0","0","1","0","0","0","0","0","1","1","1","1",14947.74847
"181",308.5,63114725.08,581.932167,"1",125.4071659,257.3037051,237.6732497,3.5,4,104,100,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","1",14844.9456
"182",298,52055549.44,588.3424506,"1",85.42117532,185.5900377,265.5449417,2.5,3.5,383,26,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","1",14891.4341
"183",315.5,54376025.9,756.3702328,"1",110.003233,299.7349611,369.7576111,2.5,3.5,196,34,"0","1","0","0","0","1","0","0","0","1","0","1","1","1","1",14960.57793
"184",304,60647474.37,452.0805992,"1",84.02352555,184.4111275,171.935491,4,4.5,1604,64,"0","1","1","0","0","0","0","0","1","1","0","1","1","1","1",14889.05603
"185",307.5,63074220.77,708.1287441,"1",116.5843848,425.2127383,418.3087854,4,4,804,181,"0","0","0","0","0","1","0","0","1","1","0","1","1","1","1",14682.71095
"186",293.5,61397924.66,465.7905776,"1",130.5116098,167.0534258,255.2786611,3.5,3.5,504,35,"0","0","1","0","0","0","0","0","0","0","0","1","1","1","1",14920.02968
"187",287,63105465.99,465.6453902,"1",117.2907895,196.4890078,263.6107781,3,3.5,994,60,"0","1","0","0","0","1","0","0","0","0","0","1","1","1","1",14916.92218
"188",295,63075028.17,546.0986391,"1",116.0548085,277.44267,322.4131907,3,3.5,755,36,"1","0","0","0","0","0","0","0","0","0","0","1","1","0","1",14835.99379
"189",302.5,61376369.28,628.6295548,"1",127.3385151,336.2414113,391.1284432,4,4,244,88,"0","0","0","0","0","1","1","0","0","1","0","1","1","0","1",14749.42893
"190",288,54233156.13,870.8111776,"1",95.95443882,413.2929951,431.6436596,4,4.5,4094,153,"0","1","0","0","0","1","0","0","0","1","0","1","1","1","1",14870.63282
"191",286,63268042.12,522.64077,"1",108.6957699,210.8781298,638.0045581,3,3.5,1640,64,"0","1","0","0","0","1","0","0","0","0","0","1","1","1","1",14933.84274
"192",287.5,54427687.16,787.3912598,"1",119.3206159,327.5881195,723.5358628,3.5,4,1027,100,"0","1","0","0","0","1","1","0","1","1","1","1","1","1","1",14856.5883
"193",294.5,60647474.37,572.7830208,"1",84.35969795,301.3950714,276.3963527,3,4,350,29,"0","0","0","1","1","0","0","0","0","0","0","1","1","1","1",14772.13376
"194",277.5,63095523.98,532.6123138,"1",107.6244181,267.88677,517.0830117,3,4,488,19,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","1",14864.16356
"195",296.5,63219948.76,725.9160841,"1",100.9561909,396.0468734,787.4047624,3,4.5,617,71,"0","0","0","0","0","1","0","0","0","1","0","1","1","0","1",14756.64142
"196",330,54397972.43,788.0961655,"1",112.8348076,334.4990114,508.4547185,3,2.5,50,16,"0","0","0","1","0","1","0","0","0","0","0","0","0","0","1",14891.31647
"197",294.5,60639946.85,847.4252154,"1",83.80759837,586.2782851,568.6002127,3,4.5,801,71,"1","0","0","0","0","1","0","0","0","1","0","1","1","1","1",14486.871
"198",276.5,54376025.9,756.3702328,"1",110.003233,299.7349611,369.7576111,3,3.5,1473,96,"0","1","0","0","0","1","0","0","1","1","0","1","1","1","1",14960.57793
"199",286.5,54364334.39,803.1298793,"1",119.7437097,344.9208623,695.9952935,3.5,3.5,275,69,"0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",14845.33435
"200",260.5,53616648.16,1967.00419,"1",100.2123515,1622.4271,1850.623831,3.5,4.5,613,25,"0","1","0","0","0","0","0","0","0","0","0","1","1","1","1",13545.22967
"201",280.5,60647474.37,673.2334856,"1",84.21554278,409.01954,389.4853593,4,4.5,637,13,"0","0","0","0","1","1","0","0","0","1","0","1","1","1","1",14664.10588
"202",274,63514168.3,711.975202,"1",100.3325751,280.0735725,895.9399229,3,3,180,45,"1","0","0","0","1","0","0","0","0","0","0","1","0","0","1",14878.89708
"203",285,61597146.83,476.3588819,"1",133.2208755,165.1357354,218.6674214,3.5,4.5,1228,44,"0","0","1","0","0","1","0","0","0","1","0","1","1","0","1",14924.68615
"204",286.5,61264891.79,1571.10631,"1",116.4100344,1297.981017,1281.924755,3.5,4,131,45,"0","0","0","0","0","1","0","0","0","1","0","1","1","1","1",13811.24125
"205",265.5,63267910.85,513.0481961,"1",111.8665033,215.5576321,606.7693014,3,3,306,22,"0","1","0","0","1","0","0","0","0","0","0","1","1","0","1",14926.09674
"206",263.5,61475760.56,455.3896646,"1",114.8854042,171.5901095,376.8215898,3,3.5,1256,48,"0","1","1","0","0","0","0","0","0","0","0","1","0","0","1",14906.88201
"207",259.5,54374380.81,682.0155919,"1",105.5332643,225.1340701,265.4388672,3,3.5,1146,69,"0","1","1","0","0","1","0","0","0","1","0","1","1","0","1",15050.89349
"208",266.5,54431323.74,752.2714632,"1",112.3500392,298.9124097,505.788796,3.5,3.5,5138,190,"1","1","0","0","0","1","0","0","0","1","0","1","1","1","1",14921.81348
"209",273,63092092.26,547.1957593,"1",106.0953847,288.3473911,423.1032724,2.5,4.5,1601,31,"0","1","0","0","0","1","0","0","0","1","0","1","1","1","1",14834.05477
"210",259,63187777,496.7592284,"1",110.7728009,210.3501133,574.0456474,3,3,563,55,"0","1","0","0","0","1","0","0","0","0","0","1","1","0","1",14928.43176
"211",266.5,54364334.39,854.4001796,"1",119.6185907,396.1931893,722.2537238,3,3.5,821,45,"1","0","0","0","1","0","0","0","0","0","0","1","1","0","1",14794.9173
"212",260.5,61384829.18,506.9758612,"1",133.8853271,202.4247979,257.7070648,3,4,3573,91,"0","1","0","0","0","1","0","0","0","0","0","1","1","0","1",14886.16256
"213",279.5,63131765.21,457.9153834,"1",117.7176022,159.5642982,165.5042898,3,3,35,19,"1","0","1","0","0","1","0","0","0","0","0","1","1","1","1",14947.74847
"214",271,63267910.85,510.3619206,"1",110.2803082,207.882504,616.0934746,2.5,4,491,17,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",14935.34115
"215",270,62302823.3,452.4923935,"1",107.2287409,181.4512443,434.0855546,3.5,3.5,923,52,"1","1","1","1","0","1","0","0","0","0","0","1","1","0","1",14894.31305
"216",274,62059953.94,434.2254305,"1",94.3959417,177.3084201,365.4393699,3.5,3.5,94,40,"0","0","1","0","1","0","0","0","0","0","0","0","1","1","0",14889.32834
"217",248.5,54184439.91,1041.13732,"1",72.21145288,566.814091,565.1559279,3,4,253,80,"0","0","0","0","0","1","0","0","0","1","0","1","1","1","1",14762.98725
"218",245.5,61595769.16,725.1560483,"1",125.4864859,396.9752131,384.0181608,3,4,1733,42,"0","1","0","0","0","1","0","0","0","0","0","1","1","1","1",14700.2088
"219",247,54351972.99,785.2055867,"1",113.1081655,327.9589465,454.9181775,3,4,285,12,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",14910.77273
"220",246,62061481.22,421.2270041,"1",96.4913997,163.8793371,392.7512321,3,4,150,54,"0","0","1","0","0","0","0","0","0","1","0","1","1","1","1",14904.36742
"221",242.5,60647474.37,612.3678909,"1",84.86713967,344.1224611,321.5047305,3,4,817,24,"0","0","0","0","1","0","0","0","0","0","0","1","1","0","1",14728.91063
"222",240,51929510.41,958.4048326,"1",89.79562585,644.3110459,636.9438573,3,4,41,10,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",14431.28542
"223",240,61389464.77,570.311385,"1",124.8337919,280.6884597,363.5478872,3,4,1778,49,"1","1","0","0","0","1","0","0","0","0","0","1","1","1","1",14803.27994
"224",186.5,54364334.39,816.7694377,"1",118.1811671,358.8517038,686.3692275,2,4,280,20,"1","1","0","0","1","0","0","0","0","0","0","1","1","0","1",14834.74323
"225",244,54423869.27,772.8881173,"1",111.9375586,317.0037344,573.0430146,4,4,1028,36,"1","1","0","0","0","1","0","0","0","1","1","1","1","0","1",14892.77509
"226",232,62294193.13,440.2909105,"1",103.4115067,175.2465161,462.4457955,3,3,877,49,"0","1","1","0","0","0","0","0","0","0","0","1","1","0","1",14898.80292
"227",247.5,60650389.86,449.591448,"1",82.8287135,190.549591,236.3797542,3.5,3.5,972,81,"0","0","0","0","1","1","0","0","0","0","0","1","1","1","1",14883.03073
"228",219,54364937.83,823.0097398,"1",116.2484539,364.6567945,662.5570136,4,3.5,565,138,"0","0","0","0","0","0","0","1","0","1","0","1","1","1","1",14833.95743
"229",234,61332824.23,1146.091185,"1",125.7084822,834.9702264,818.9705649,3,4.5,535,10,"0","0","0","0","1","0","0","0","0","1","0","1","0","0","1",14262.99742
"230",220.5,61503383.46,457.7279575,"1",115.5523793,173.9121412,367.7464985,2,2,205,34,"0","1","1","0","0","0","0","0","0","0","0","0","1","0","0",14905.44398
"231",211,61383085.32,580.3841728,"1",131.5170149,281.2604989,327.2861666,2.5,3.5,1677,49,"0","1","0","0","0","1","0","0","0","0","0","1","1","0","1",14806.49418
"232",216,61595769.16,601.9567798,"1",126.9705615,278.432279,279.2946027,2.5,3.5,697,45,"0","0","0","0","1","0","0","0","0","0","0","1","0","0","1",14816.06643
"233",232,52035381.32,599.2019844,"1",91.83832528,247.5844261,273.532647,3.5,4.5,496,25,"0","1","0","0","1","0","0","0","0","0","0","1","1","1","1",14828.07786
"234",249,52296563.1,549.1622965,"1",87.45239278,243.8995765,224.4204272,3,3.5,32,17,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","1",14830.35185
"235",188,62913733.26,742.5786258,"1",100.3077141,293.2727347,930.3107505,2,3.5,657,70,"0","0","0","0","0","0","0","0","0","0","0","1","1","1","0",14867.25394
"236",210,52032943.94,718.5046578,"1",82.65926841,311.8609632,350.2545754,3.5,3.5,124,44,"0","0","0","0","0","0","0","0","0","1","0","1","0","0","1",14769.42778
"237",199.5,63518109.22,681.7153531,"1",100.38646,275.9779252,852.144429,2.5,2,161,72,"0","1","0","0","0","0","0","0","0","0","0","0","1","0","1",14881.17891
"238",201.5,61505296.03,450.0221604,"1",117.7406714,165.6240259,352.9071345,2,3,574,50,"0","1","1","0","0","0","0","0","0","0","0","1","0","0","1",14913.9612
"239",191,60647474.37,614.6127404,"1",83.75860173,353.2513975,343.9339354,2.5,3,531,297,"0","0","0","1","0","0","0","0","0","0","0","1","1","0","1",14719.924
"240",188.5,54403364.28,616.9255342,"1",86.45521559,152.3941701,161.193493,2.5,3,1358,172,"0","1","1","0","0","1","0","0","0","0","0","1","1","1","1",15141.48575
"241",157,61383451.5,634.7883363,"1",132.6100369,328.8582783,348.524655,1.5,3,17,41,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",14761.40382
"242",148.5,63104108.18,502.6931256,"1",116.7930579,211.9992586,218.2975472,1.5,4,143,41,"1","1","0","0","1","0","0","0","0","0","0","1","0","0","1",14895.61438
"243",170,63095523.98,478.9823817,"1",108.6731317,209.8266443,510.9256008,2,3.5,306,35,"0","0","1","0","0","1","0","0","0","0","0","1","1","1","1",14923.32153
"244",175,54433691.24,725.9533727,"1",111.5963803,271.6512724,522.0266489,3,3.5,84,52,"0","0","0","0","0","1","0","0","0","0","0","0","1","1","1",14942.53283
"245",159,61108326.91,1080.365327,"1",99.47600033,819.7510828,915.3998594,2,3,62,11,"0","0","0","0","1","0","0","0","0","0","0","0","1","0","1",14252.26843
"246",127.5,61389248.18,573.9362037,"1",125.9112099,283.0321541,357.5816671,3,4.5,723,58,"0","1","0","0","1","1","0","0","0","1","0","1","1","0","1",14801.91483
"247",169,54184439.91,1018.329742,"1",73.09778362,544.8225116,542.75967,4,4,1,125,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",14782.82216
"248",95,61274337.69,1575.998702,"1",110.7212705,1308.401126,1299.025281,3,4,651,19,"0","1","0","0","1","0","0","0","0","1","0","1","0","0","0",13804.99874
"249",68,63097949.69,487.0306708,"1",108.6482808,213.5306882,532.5545087,2,4.5,333,24,"1","1","0","0","1","0","0","0","0","1","0","0","1","1","0",14921.65745
"250",1292,55033981.97,987.8581395,"1",84.18582107,111.6377803,445.7939611,5,4.5,1186,179,"1","1","1","0","0","1","0","0","1","1","1","1","1","1","1",15652.57088
"251",1182.5,54940487.56,966.1383828,"1",63.37923379,120.4656305,670.9217467,5,4.5,1932,294,"0","1","1","0","0","1","1","0","1","1","1","1","1","1","1",15555.53573
"252",685,54858105.32,708.8857211,"1",17.70198942,123.2104637,464.4632191,5,4.5,1627,74,"0","1","1","0","0","1","0","0","1","1","0","1","1","1","1",15333.20362
"253",580,56080532.55,879.3361704,"1",56.68037567,144.1399489,187.0302517,5,4.5,751,206,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","1",15970.42668
"254",569,55904076.63,941.975111,"1",54.70969,119.0675112,442.7884777,4.5,4,15035,1504,"1","1","1","1","0","1","1","0","1","1","1","1","1","1","0",15910.14017
"255",492,54942762.91,954.7848548,"1",81.85274807,102.9060767,594.2800319,4,4.5,3395,251,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","1",15600.62472
"256",495.5,56080532.55,879.3361704,"1",56.68037567,144.1399489,187.0302517,4.5,4.5,2669,415,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","0",15970.42668
"257",459.5,55261997.89,934.1867262,"1",38.32198565,81.01496625,189.516435,4.5,4.5,4146,363,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","0",15824.342
"258",478.5,55126082.17,970.3128872,"1",42.61208246,113.9739683,153.6591578,4,4.5,281,357,"0","1","1","0","0","1","1","0","1","1","1","1","1","1","0",15776.43241
"259",471.5,55999577.15,776.6930791,"1",27.9785889,139.068797,369.6215227,3,3,4,16,"0","0","1","0","0","1","0","0","1","1","0","1","1","1","1",16229.50427
"260",415.5,55083136.47,973.2065825,"1",54.30868901,109.017174,191.0998361,4,3.5,357,46,"0","0","1","0","0","1","0","0","0","1","0","1","1","1","0",15727.96453
"261",394.5,56125820.9,760.1912391,"1",37.76453621,118.0738834,419.7554007,4,4,6312,430,"0","1","1","1","0","1","1","0","1","1","1","1","0","1","1",16134.59134
"262",381.5,55078412.36,1064.146677,"1",73.24423929,196.8723959,308.8235179,4,4.5,462,40,"0","1","0","0","0","1","0","0","0","1","0","1","1","0","1",15621.41138
"263",387.5,54942762.91,970.293497,"1",84.03904931,111.6628561,539.1464043,4,3.5,2351,284,"0","1","1","0","0","1","1","0","1","1","1","1","0","1","1",15615.07371
"264",365.5,55999577.15,776.6930791,"1",27.9785889,139.068797,369.6215227,4,3,247,170,"0","0","1","0","0","1","0","0","1","0","0","1","1","1","0",16229.50427
"265",320.5,55381204.03,1056.326956,"1",56.92279909,199.9779909,401.9822875,2.5,2.5,205,51,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",15749.40395
"266",375,54940487.56,1075.783387,"1",50.71168293,230.4322942,734.981833,4,4,596,150,"0","1","0","0","0","0","1","0","1","1","1","1","1","1","0",15434.70623
"267",365,56109625.02,951.6381398,"1",56.63053228,97.42294491,501.0614657,3.5,3.5,2111,216,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","1",15887.1472
"268",374.5,69401720.74,715.2169121,"1",31.19328614,104.6962549,409.8959516,4,4,3044,231,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","0",16829.43294
"269",342,54883835.77,833.3223357,"1",35.16635826,152.8452221,202.1219111,3.5,3.5,1366,150,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","0",16271.06977
"270",314,54792820.06,934.6131606,"1",27.04565983,415.2012456,537.7146868,3.5,4,1847,160,"1","0","0","0","0","1","0","0","0","0","0","1","1","1","1",15022.12033
"271",322.5,55133512.11,1061.275452,"1",49.69673644,190.4217724,197.4853538,4,4.5,2322,103,"1","1","0","0","0","1","0","0","1","1","0","1","1","1","1",15671.36161
"272",293,54942762.91,1046.20511,"1",77.74022515,195.7584384,613.4558235,3.5,4,2495,100,"0","1","0","1","0","1","0","0","1","0","0","1","1","1","1",15512.42147
"273",299.5,55126082.17,1040.488832,"1",42.44834425,183.8088676,208.3852504,3.5,4.5,1275,97,"0","1","0","0","0","1","0","0","1","1","0","1","1","1","1",15706.74761
"274",308,56069797.32,944.3699583,"1",57.84986176,89.90480186,445.9303115,3,3.5,2266,253,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","1",15879.29449
"275",368.5,47371895.28,817.1636731,"1",54.5248312,84.24982035,654.2632389,3,3.5,103,80,"0","0","1","0","0","0","0","0","1","1","0","0","1","1","1",16575.68629
"276",262.5,54940487.56,1111.369772,"1",36.11884956,272.6414677,857.9453025,3,4,1090,80,"0","1","0","0","1","0","0","0","0","0","0","1","0","1","1",15338.31784
"277",288.5,54940487.56,1034.275945,"1",65.0789465,187.4100663,666.7168634,3,4,627,96,"0","1","0","1","0","1","0","0","1","1","0","1","1","1","1",15498.06002
"278",277.5,55011965.41,1035.449895,"1",85.44308124,173.1059256,521.2478347,3.5,5,21,103,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","1",15568.81722
"279",264.5,55288353.54,1022.049481,"1",39.79802564,167.2210969,284.5498643,4,4,180,36,"0","0","0","0","0","1","0","0","0","0","0","0","1","1","1",15753.1462
"280",256,55299800.88,903.303851,"1",44.02103538,48.71192855,245.5125523,3,3,2309,186,"0","1","1","1","0","1","0","0","1","1","1","1","1","1","1",15872.48633
"281",240,69381307.93,854.327704,"1",35.00617768,246.9088239,515.677111,3,3.5,52,82,"0","0","0","0","0","1","0","0","0","0","0","1","1","0","1",16672.81161
"282",234,55116487.25,764.1062089,"1",43.64699723,59.63753876,365.6124176,3,2,44,50,"0","1","1","0","0","0","0","0","1","0","0","0","0","0","1",16516.73517
"283",238.5,55288353.54,1049.401477,"1",48.15968414,191.7796598,332.9191665,3,4,221,40,"0","0","0","0","1","0","0","0","0","1","0","1","1","1","1",15739.02178
"284",254,56125820.9,772.9728033,"1",36.05387676,125.3849199,400.4657492,3.5,3.5,4093,424,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","0",16120.31392
"285",220,54955789.93,877.1370973,"1",21.60741517,148.924618,699.3141698,2.5,3,211,42,"1","0","0","0","1","0","0","0","0","0","0","1","1","0","1",15384.06196
"286",201.5,69401720.74,796.0688738,"1",31.39282217,185.4257835,432.0568525,3.5,4,421,100,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","1",16757.17705
"287",205,54940487.56,1118.689988,"1",59.54358548,273.020225,714.0088421,2.5,2.5,8,70,"0","0","0","0","0","1","0","0","0","0","0","0","1","0","1",15408.07628
"288",192,55288353.54,1029.720142,"1",48.91243996,171.9450757,323.3743845,3,3,459,54,"0","0","0","0","0","0","0","0","0","0","0","1","1","1","0",15758.90298
"289",205.5,56069797.32,914.767096,"1",57.17325638,58.48173553,344.8259053,2.5,3,1695,145,"0","1","1","0","0","1","0","0","0","1","0","1","1","1","0",15885.51178
"290",184,55116487.25,764.1062089,"1",43.64699723,59.63753876,365.6124176,3,3,231,30,"0","1","1","0","0","0","0","1","0","0","0","0","1","0","1",16516.73517
"291",183.5,55116487.25,764.1062089,"1",43.64699723,59.63753876,365.6124176,3.5,3,1248,130,"0","1","1","0","0","1","0","1","1","1","0","1","0","1","0",16516.73517
"292",84,55155354.39,1110.251499,"1",45.85134471,248.0304992,252.6663019,2,2,158,49,"0","0","0","0","1","0","0","0","0","0","0","1","1","1","1",15630.4624
"293",864.5,65950142.31,570.3454264,"1",26.90672471,101.3139849,570.9370139,5,4.5,1256,150,"1","1","1","1","0","1","1","0","1","1","1","1","1","1","1",17184.26101
"294",596,66322987.88,767.873111,"1",40.49512538,329.1146382,327.9603202,3,4,173,48,"0","0","0","0","0","0","0","1","0","0","0","1","1","1","1",17214.47064
"295",690.5,68959534.82,669.2453804,"1",30.5158162,95.38656226,156.1175212,4.5,3,6,10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",17029.40123
"296",486.5,68959534.82,669.2453804,"1",30.5158162,95.38656226,156.1175212,4,4.5,266,36,"0","1","1","1","0","1","0","0","1","1","0","1","1","0","1",17029.40123
"297",574.5,69400597.93,810.8116854,"1",42.32940965,177.7807268,286.0184524,3,3,138,130,"0","1","1","0","0","0","0","1","0","1","1","0","1","1","1",16836.692
"298",397.5,68959534.82,669.2453804,"1",30.5158162,95.38656226,156.1175212,4,4.5,300,20,"0","0","1","0","0","1","0","0","1","1","0","1","1","1","1",17029.40123
"299",232,69398761.87,706.6536739,"1",42.10739865,80.23952477,292.135055,3,3,1899,100,"0","1","1","0","0","1","0","1","1","1","0","1","1","1","1",16903.48366
"300",225,66443052.71,697.0345683,"1",31.41854455,118.5483305,247.1106178,3.5,3.5,505,84,"0","0","1","0","0","1","0","0","1","1","0","1","1","1","1",17287.64273
"301",222,66327142.59,710.9181888,"1",36.51228808,277.8400174,294.7936637,3,4,235,10,"0","1","1","0","0","0","0","0","0","0","0","0","1","1","1",17278.35861
"302",204.5,66316290.32,536.3073969,"1",43.93172261,102.7655719,303.8283819,3.5,3.5,176,92,"0","1","1","0","0","0","0","0","0","1","0","1","1","1","1",17502.17637
"303",201,66316290.32,649.9699128,"1",42.35301303,212.0882518,382.5626929,3,4.5,795,88,"0","0","0","0","0","1","0","1","0","0","0","1","1","0","1",17415.82447
"304",204,68960107.31,662.8142028,"1",27.9958112,85.33660286,132.7853263,3,3,563,60,"0","0","1","0","0","1","0","0","0","0","0","1","1","0","1",17031.05879
"305",196.5,67888643.92,657.096455,"1",32.89367647,253.4730039,745.1191316,2,3.5,563,53,"0","0","0","0","0","0","0","1","0","0","0","1","1","1","1",17839.18655
"306",226.5,68066159.62,814.0802472,"1",43.15796995,312.4036585,357.6250124,3,3,1,22,"1","0","0","0","0","1","0","0","0","0","0","1","1","0","1",17577.30371
"307",161,66327142.59,533.5180918,"1",38.26329419,103.7004317,272.5911115,2,2,462,87,"0","0","1","0","0","0","0","0","0","1","0","0","1","0","0",17488.40764
"308",163.5,66338893.95,780.4313462,"1",38.29560114,327.5409061,403.9967796,3,4,381,30,"0","0","0","0","0","0","0","0","0","1","0","1","1","0","1",17382.17531
"309",163.5,66316290.32,759.2213493,"1",41.97781249,322.3466871,452.212741,2,4,96,23,"0","0","0","0","0","0","0","1","0","1","0","0","1","0","1",17315.77455
"310",167.5,67228139.69,690.1690746,"1",43.74284969,152.3426317,262.9613291,3,3.5,1083,101,"0","0","0","0","0","0","0","0","0","0","0","1","0","1","1",17004.37675
"311",144.5,66398336.23,1150.842133,"1",32.22811285,658.5261101,670.6363614,3,3,18,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",16813.08012
"312",167,66334307.12,728.1243417,"1",39.53327141,268.4887941,393.5925628,3,3.5,232,11,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",17417.53762
